date,shift,pump,raw_text,clean_text,Seal_Issue,Low_Level,Pressure_Issue,Trip_Issue,Flow_Issue,Maintenance_Event,Mode_Event,Total_Failure,event,history,month
2025-04-01,Night,P213A,bin 11: p-213a/b | bin # 11 p-213 complete loto pulled for o/s trip #180 inlet steam leak,bin 11: p-213a/b | bin # 11 p-213 complete loto pulled for o/s trip #180 inlet steam leak,0,0,0,1,0,1,0,1,"Trip, Maintenance","2025-04-01 | Night | Trip, Maintenance",April-2025
2025-04-01,Night,P213B,bin 11: p-213a/b | bin # 11 p-213 complete loto pulled for o/s trip #180 inlet steam leak,bin 11: p-213a/b | bin # 11 p-213 complete loto pulled for o/s trip #180 inlet steam leak,0,0,0,1,0,1,0,1,"Trip, Maintenance","2025-04-01 | Night | Trip, Maintenance",April-2025
2025-04-01,Night,P214A,bin 2 p-214-a complete loto pulled for o/s trip ctw leak at union | bin 2 p-214-a complete loto pulled for o/s trip ctw leak at union,bin 2 p-214-a complete loto pulled for o/s trip ctw leak at union | bin 2 p-214-a complete loto pulled for o/s trip ctw leak at union,0,0,0,1,0,1,0,1,"Trip, Maintenance","2025-04-01 | Night | Trip, Maintenance",April-2025
2025-04-01,Night,P214B,bin 2 p-214-a complete loto pulled for o/s trip ctw leak at union,bin 2 p-214-a complete loto pulled for o/s trip ctw leak at union,0,0,0,1,0,1,0,1,"Trip, Maintenance","2025-04-01 | Night | Trip, Maintenance",April-2025
2025-04-01,Night,P216A,"p-216a oil leak entered into intelex # 30345 | p-218a, aux lube oil pump on p-216a unlocked for rotating equipment | lube oil leak on p-216a, incident report has been submitted | 34 : p-216a (equalization and minflow, p-218a/lube oil and cooling water unlocked)","p-216a oil leak entered into intelex # 30345 | p-218a, aux lube oil pump on p-216a unlocked for rotating equipment | lube oil leak on p-216a, incident report has been submitted | 34 : p-216a (equalization and minflow, p-218a/lube oil and cooling water unlocked)",0,0,0,0,1,0,0,1,Flow Issue,2025-04-01 | Night | Flow Issue,April-2025
2025-04-01,Night,P218A,"p-218a, aux lube oil pump on p-216a unlocked for rotating equipment | 34 : p-216a (equalization and minflow, p-218a/lube oil and cooling water unlocked)","p-218a, aux lube oil pump on p-216a unlocked for rotating equipment | 34 : p-216a (equalization and minflow, p-218a/lube oil and cooling water unlocked)",0,0,0,0,1,0,0,1,Flow Issue,2025-04-01 | Night | Flow Issue,April-2025
2025-04-01,Night,P218L,"34 : p-216a (equalization and minflow, p-218a/lube oil and cooling water unlocked)","34 : p-216a (equalization and minflow, p-218a/lube oil and cooling water unlocked)",0,0,0,0,1,0,0,1,Flow Issue,2025-04-01 | Night | Flow Issue,April-2025
2025-04-01,Night,P35A,bin 5 p-35-a complete loto | bin 5 p-35-a complete loto | loto p-35-b single source breaker,bin 5 p-35-a complete loto | bin 5 p-35-a complete loto | loto p-35-b single source breaker,0,0,0,0,0,1,0,0,Maintenance,2025-04-01 | Night | Maintenance,April-2025
2025-04-01,Night,P35B,bin 5 p-35-a complete loto | loto p-35-b single source breaker | loto p-35-b single source breaker,bin 5 p-35-a complete loto | loto p-35-b single source breaker | loto p-35-b single source breaker,0,0,0,0,0,1,0,0,Maintenance,2025-04-01 | Night | Maintenance,April-2025
2025-04-01,Night,P36A,bin 4 p-36-a complete loto | bin 4 p-36-a complete loto,bin 4 p-36-a complete loto | bin 4 p-36-a complete loto,0,0,0,0,0,1,0,0,Maintenance,2025-04-01 | Night | Maintenance,April-2025
2025-04-01,Night,P36B,bin 4 p-36-a complete loto,bin 4 p-36-a complete loto,0,0,0,0,0,1,0,0,Maintenance,2025-04-01 | Night | Maintenance,April-2025
2025-04-01,Night,P37A,bin 14: p-37a/b | bin # 14 p-37 a complete loto | bin # 14 p-37 a complete loto,bin 14: p-37a/b | bin # 14 p-37 a complete loto | bin # 14 p-37 a complete loto,0,0,0,0,0,1,0,0,Maintenance,2025-04-01 | Night | Maintenance,April-2025
2025-04-01,Night,P37B,bin 14: p-37a/b | bin # 14 p-37 a complete loto,bin 14: p-37a/b | bin # 14 p-37 a complete loto,0,0,0,0,0,1,0,0,Maintenance,2025-04-01 | Night | Maintenance,April-2025
2025-04-02,Day,P400B,firewater pump 400b is down for maintenance. monitors surrounding the spheres will be used in place of compromised deluge heads in case of emergency.,firewater pump 400b is down for maintenance. monitors surrounding the spheres will be used in place of compromised deluge heads in case of emergency.,0,0,0,0,0,1,0,0,Maintenance,2025-04-02 | Day | Maintenance,April-2025
2025-04-02,Night,P1B,2: p-1b (full loto),2: p-1b (full loto),0,0,0,0,0,1,0,0,Maintenance,2025-04-02 | Night | Maintenance,April-2025
2025-04-02,Night,P212A,bin 1 p-212-a complete loto pulled for o/s trip no valve on ctw | bin 1 p-212-a complete loto pulled for o/s trip no valve on ctw,bin 1 p-212-a complete loto pulled for o/s trip no valve on ctw | bin 1 p-212-a complete loto pulled for o/s trip no valve on ctw,0,0,0,1,0,1,0,1,"Trip, Maintenance","2025-04-02 | Night | Trip, Maintenance",April-2025
2025-04-02,Night,P212B,bin 1 p-212-a complete loto pulled for o/s trip no valve on ctw,bin 1 p-212-a complete loto pulled for o/s trip no valve on ctw,0,0,0,1,0,1,0,1,"Trip, Maintenance","2025-04-02 | Night | Trip, Maintenance",April-2025
2025-04-02,Night,P213A,bin 11: p-213a/b | ran p-213-b | maint pulled trip on p-213-a | maint pulled trip on p-213-a | bin # 11 p-213 complete loto pulled for o/s trip #180 inlet steam leak,bin 11: p-213a/b | ran p-213-b | maint pulled trip on p-213-a | maint pulled trip on p-213-a | bin # 11 p-213 complete loto pulled for o/s trip #180 inlet steam leak,0,0,0,1,0,1,0,1,"Trip, Maintenance","2025-04-02 | Night | Trip, Maintenance",April-2025
2025-04-02,Night,P213B,bin 11: p-213a/b | shutdown p-213b | ran p-213-b | ran p-213-b | maint pulled trip on p-213-a | bin # 11 p-213 complete loto pulled for o/s trip #180 inlet steam leak,bin 11: p-213a/b | shutdown p-213b | ran p-213-b | ran p-213-b | maint pulled trip on p-213-a | bin # 11 p-213 complete loto pulled for o/s trip #180 inlet steam leak,0,0,0,1,0,1,0,1,"Trip, Maintenance","2025-04-02 | Night | Trip, Maintenance",April-2025
2025-04-02,Night,P214A,bin 2 p-214-a complete loto pulled for o/s trip ctw leak at union | bin 2 p-214-a complete loto pulled for o/s trip ctw leak at union,bin 2 p-214-a complete loto pulled for o/s trip ctw leak at union | bin 2 p-214-a complete loto pulled for o/s trip ctw leak at union,0,0,0,1,0,1,0,1,"Trip, Maintenance","2025-04-02 | Night | Trip, Maintenance",April-2025
2025-04-02,Night,P214B,bin 2 p-214-a complete loto pulled for o/s trip ctw leak at union,bin 2 p-214-a complete loto pulled for o/s trip ctw leak at union,0,0,0,1,0,1,0,1,"Trip, Maintenance","2025-04-02 | Night | Trip, Maintenance",April-2025
2025-04-02,Night,P216A,"34 : p-216a (equalization and minflow, p-218a/lube oil and cooling water unlocked)","34 : p-216a (equalization and minflow, p-218a/lube oil and cooling water unlocked)",0,0,0,0,1,0,0,1,Flow Issue,2025-04-02 | Night | Flow Issue,April-2025
2025-04-02,Night,P218A,"34 : p-216a (equalization and minflow, p-218a/lube oil and cooling water unlocked)","34 : p-216a (equalization and minflow, p-218a/lube oil and cooling water unlocked)",0,0,0,0,1,0,0,1,Flow Issue,2025-04-02 | Night | Flow Issue,April-2025
2025-04-02,Night,P218L,"34 : p-216a (equalization and minflow, p-218a/lube oil and cooling water unlocked)","34 : p-216a (equalization and minflow, p-218a/lube oil and cooling water unlocked)",0,0,0,0,1,0,0,1,Flow Issue,2025-04-02 | Night | Flow Issue,April-2025
2025-04-02,Night,P35A,bin 5 p-35-a complete loto | bin 5 p-35-a complete loto | loto p-35-b single source breaker,bin 5 p-35-a complete loto | bin 5 p-35-a complete loto | loto p-35-b single source breaker,0,0,0,0,0,1,0,0,Maintenance,2025-04-02 | Night | Maintenance,April-2025
2025-04-02,Night,P35B,bin 5 p-35-a complete loto | loto p-35-b single source breaker | loto p-35-b single source breaker,bin 5 p-35-a complete loto | loto p-35-b single source breaker | loto p-35-b single source breaker,0,0,0,0,0,1,0,0,Maintenance,2025-04-02 | Night | Maintenance,April-2025
2025-04-02,Night,P36A,bin 4 p-36-a complete loto | bin 4 p-36-a complete loto,bin 4 p-36-a complete loto | bin 4 p-36-a complete loto,0,0,0,0,0,1,0,0,Maintenance,2025-04-02 | Night | Maintenance,April-2025
2025-04-02,Night,P36B,bin 4 p-36-a complete loto,bin 4 p-36-a complete loto,0,0,0,0,0,1,0,0,Maintenance,2025-04-02 | Night | Maintenance,April-2025
2025-04-02,Night,P37A,bin 14: p-37a/b | bin # 14 p-37 a complete loto | bin # 14 p-37 a complete loto,bin 14: p-37a/b | bin # 14 p-37 a complete loto | bin # 14 p-37 a complete loto,0,0,0,0,0,1,0,0,Maintenance,2025-04-02 | Night | Maintenance,April-2025
2025-04-02,Night,P37B,bin 14: p-37a/b | bin # 14 p-37 a complete loto,bin 14: p-37a/b | bin # 14 p-37 a complete loto,0,0,0,0,0,1,0,0,Maintenance,2025-04-02 | Night | Maintenance,April-2025
2025-04-03,Day,P35B,"p-35b locked out for screen cleaning, c-3 lube oil on line.","p-35b locked out for screen cleaning, c-3 lube oil on line.",0,0,0,0,0,1,0,0,Maintenance,2025-04-03 | Day | Maintenance,April-2025
2025-04-03,Day,P400B,firewater pump 400b is down for maintenance. monitors surrounding the spheres will be used in place of compromised deluge heads in case of emergency.,firewater pump 400b is down for maintenance. monitors surrounding the spheres will be used in place of compromised deluge heads in case of emergency.,0,0,0,0,0,1,0,0,Maintenance,2025-04-03 | Day | Maintenance,April-2025
2025-04-03,Day,P76A,locked out psv-135 on p76a for it to be pulled and sent out.,locked out psv-135 on p76a for it to be pulled and sent out.,0,0,0,0,0,1,0,0,Maintenance,2025-04-03 | Day | Maintenance,April-2025
2025-04-03,Night,P1B,bin 2 p-1b | 2: p-1b (full loto),bin 2 p-1b | 2: p-1b (full loto),0,0,0,0,0,1,0,0,Maintenance,2025-04-03 | Night | Maintenance,April-2025
2025-04-03,Night,P212A,bin 1 p-212-a complete loto pulled for o/s trip | bin 1 p-212-a complete loto pulled for o/s trip,bin 1 p-212-a complete loto pulled for o/s trip | bin 1 p-212-a complete loto pulled for o/s trip,0,0,0,1,0,1,0,1,"Trip, Maintenance","2025-04-03 | Night | Trip, Maintenance",April-2025
2025-04-03,Night,P212B,bin 1 p-212-a complete loto pulled for o/s trip,bin 1 p-212-a complete loto pulled for o/s trip,0,0,0,1,0,1,0,1,"Trip, Maintenance","2025-04-03 | Night | Trip, Maintenance",April-2025
2025-04-03,Night,P213A,bin 11: p-213a/b | bin # 11 p-213 complete loto pulled for o/s trip #180 inlet steam leak,bin 11: p-213a/b | bin # 11 p-213 complete loto pulled for o/s trip #180 inlet steam leak,0,0,0,1,0,1,0,1,"Trip, Maintenance","2025-04-03 | Night | Trip, Maintenance",April-2025
2025-04-03,Night,P213B,bin 11: p-213a/b | bin # 11 p-213 complete loto pulled for o/s trip #180 inlet steam leak,bin 11: p-213a/b | bin # 11 p-213 complete loto pulled for o/s trip #180 inlet steam leak,0,0,0,1,0,1,0,1,"Trip, Maintenance","2025-04-03 | Night | Trip, Maintenance",April-2025
2025-04-03,Night,P214A,bin 2 p-214-a complete loto pulled for o/s trip | bin 2 p-214-a complete loto pulled for o/s trip,bin 2 p-214-a complete loto pulled for o/s trip | bin 2 p-214-a complete loto pulled for o/s trip,0,0,0,1,0,1,0,1,"Trip, Maintenance","2025-04-03 | Night | Trip, Maintenance",April-2025
2025-04-03,Night,P214B,bin 2 p-214-a complete loto pulled for o/s trip,bin 2 p-214-a complete loto pulled for o/s trip,0,0,0,1,0,1,0,1,"Trip, Maintenance","2025-04-03 | Night | Trip, Maintenance",April-2025
2025-04-03,Night,P216A,"bin 34: p-216a | rotating equipment working on p-216a and c-6b through night | 34 : p-216a (equalization and minflow, p-218a/lube oil and cooling water unlocked)","bin 34: p-216a | rotating equipment working on p-216a and c-6b through night | 34 : p-216a (equalization and minflow, p-218a/lube oil and cooling water unlocked)",0,0,0,0,1,0,0,1,Flow Issue,2025-04-03 | Night | Flow Issue,April-2025
2025-04-03,Night,P218A,"34 : p-216a (equalization and minflow, p-218a/lube oil and cooling water unlocked)","34 : p-216a (equalization and minflow, p-218a/lube oil and cooling water unlocked)",0,0,0,0,1,0,0,1,Flow Issue,2025-04-03 | Night | Flow Issue,April-2025
2025-04-03,Night,P218L,"34 : p-216a (equalization and minflow, p-218a/lube oil and cooling water unlocked)","34 : p-216a (equalization and minflow, p-218a/lube oil and cooling water unlocked)",0,0,0,0,1,0,0,1,Flow Issue,2025-04-03 | Night | Flow Issue,April-2025
2025-04-03,Night,P35A,bin 5 p-35-a complete loto | bin 5 p-35-a complete loto | loto p-35-b single source breaker,bin 5 p-35-a complete loto | bin 5 p-35-a complete loto | loto p-35-b single source breaker,0,0,0,0,0,1,0,0,Maintenance,2025-04-03 | Night | Maintenance,April-2025
2025-04-03,Night,P35B,bin 5 p-35-a complete loto | loto p-35-b single source breaker | loto p-35-b single source breaker,bin 5 p-35-a complete loto | loto p-35-b single source breaker | loto p-35-b single source breaker,0,0,0,0,0,1,0,0,Maintenance,2025-04-03 | Night | Maintenance,April-2025
2025-04-03,Night,P36A,bin 4 p-36-a complete loto | bin 4 p-36-a complete loto,bin 4 p-36-a complete loto | bin 4 p-36-a complete loto,0,0,0,0,0,1,0,0,Maintenance,2025-04-03 | Night | Maintenance,April-2025
2025-04-03,Night,P36B,bin 4 p-36-a complete loto,bin 4 p-36-a complete loto,0,0,0,0,0,1,0,0,Maintenance,2025-04-03 | Night | Maintenance,April-2025
2025-04-03,Night,P37A,bin 14: p-37a/b | bin # 14 p-37 a complete loto | bin # 14 p-37 a complete loto,bin 14: p-37a/b | bin # 14 p-37 a complete loto | bin # 14 p-37 a complete loto,0,0,0,0,0,1,0,0,Maintenance,2025-04-03 | Night | Maintenance,April-2025
2025-04-03,Night,P37B,bin 14: p-37a/b | bin # 14 p-37 a complete loto,bin 14: p-37a/b | bin # 14 p-37 a complete loto,0,0,0,0,0,1,0,0,Maintenance,2025-04-03 | Night | Maintenance,April-2025
2025-04-04,Day,P400B,firewater pump 400b is down for maintenance. monitors surrounding the spheres will be used in place of compromised deluge heads in case of emergency.,firewater pump 400b is down for maintenance. monitors surrounding the spheres will be used in place of compromised deluge heads in case of emergency.,0,0,0,0,0,1,0,0,Maintenance,2025-04-04 | Day | Maintenance,April-2025
2025-04-04,Night,P212A,bin 1 p-212a | bin 1 p-212-a complete loto pulled for o/s trip | bin 1 p-212-a complete loto pulled for o/s trip,bin 1 p-212a | bin 1 p-212-a complete loto pulled for o/s trip | bin 1 p-212-a complete loto pulled for o/s trip,0,0,0,1,0,1,0,1,"Trip, Maintenance","2025-04-04 | Night | Trip, Maintenance",April-2025
2025-04-04,Night,P212B,bin 1 p-212-a complete loto pulled for o/s trip,bin 1 p-212-a complete loto pulled for o/s trip,0,0,0,1,0,1,0,1,"Trip, Maintenance","2025-04-04 | Night | Trip, Maintenance",April-2025
2025-04-04,Night,P213A,bin 11: p-213a/b | bin # 11 p-213 complete loto pulled for o/s trip #180 inlet steam leak,bin 11: p-213a/b | bin # 11 p-213 complete loto pulled for o/s trip #180 inlet steam leak,0,0,0,1,0,1,0,1,"Trip, Maintenance","2025-04-04 | Night | Trip, Maintenance",April-2025
2025-04-04,Night,P213B,bin 11: p-213a/b | bin # 11 p-213 complete loto pulled for o/s trip #180 inlet steam leak,bin 11: p-213a/b | bin # 11 p-213 complete loto pulled for o/s trip #180 inlet steam leak,0,0,0,1,0,1,0,1,"Trip, Maintenance","2025-04-04 | Night | Trip, Maintenance",April-2025
2025-04-04,Night,P214A,"all condensate and lube turbines are currently warming up for upcoming over speed testing, except for p-214a. | bin 2 p-214a | bin 2 p-214-a complete loto pulled for o/s trip | bin 2 p-214-a complete loto pulled for o/s trip","all condensate and lube turbines are currently warming up for upcoming over speed testing, except for p-214a. | bin 2 p-214a | bin 2 p-214-a complete loto pulled for o/s trip | bin 2 p-214-a complete loto pulled for o/s trip",0,0,0,1,0,1,0,1,"Trip, Maintenance","2025-04-04 | Night | Trip, Maintenance",April-2025
2025-04-04,Night,P214B,bin 2 p-214-a complete loto pulled for o/s trip,bin 2 p-214-a complete loto pulled for o/s trip,0,0,0,1,0,1,0,1,"Trip, Maintenance","2025-04-04 | Night | Trip, Maintenance",April-2025
2025-04-04,Night,P35A,"bin 5 p-35a | o/s trip tested and signed off on p-35, p-36, & p-37 | loto’d p-35-a, p-36-a & p-37-a for coupling | loto’d p-35-a, p-36-a & p-37-a for coupling | bin 5 p-35-a complete loto | bin 5 p-35-a complete loto | loto p-35-b single source breaker","bin 5 p-35a | o/s trip tested and signed off on p-35, p-36, & p-37 | loto’d p-35-a, p-36-a & p-37-a for coupling | loto’d p-35-a, p-36-a & p-37-a for coupling | bin 5 p-35-a complete loto | bin 5 p-35-a complete loto | loto p-35-b single source breaker",0,0,0,1,0,1,0,1,"Trip, Maintenance","2025-04-04 | Night | Trip, Maintenance",April-2025
2025-04-04,Night,P35B,"o/s trip tested and signed off on p-35, p-36, & p-37 | loto’d p-35-a, p-36-a & p-37-a for coupling | bin 5 p-35-a complete loto | loto p-35-b single source breaker | loto p-35-b single source breaker","o/s trip tested and signed off on p-35, p-36, & p-37 | loto’d p-35-a, p-36-a & p-37-a for coupling | bin 5 p-35-a complete loto | loto p-35-b single source breaker | loto p-35-b single source breaker",0,0,0,1,0,1,0,1,"Trip, Maintenance","2025-04-04 | Night | Trip, Maintenance",April-2025
2025-04-04,Night,P36A,"bin 4 p-36a | o/s trip tested and signed off on p-35, p-36, & p-37 | loto’d p-35-a, p-36-a & p-37-a for coupling | loto’d p-35-a, p-36-a & p-37-a for coupling | bin 4 p-36-a complete loto | bin 4 p-36-a complete loto","bin 4 p-36a | o/s trip tested and signed off on p-35, p-36, & p-37 | loto’d p-35-a, p-36-a & p-37-a for coupling | loto’d p-35-a, p-36-a & p-37-a for coupling | bin 4 p-36-a complete loto | bin 4 p-36-a complete loto",0,0,0,1,0,1,0,1,"Trip, Maintenance","2025-04-04 | Night | Trip, Maintenance",April-2025
